Packet Number,Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18
15,9420119,9.1,12.2,14.5,5.5,21.8,8.9,7.1,9.4,44.8,20.1,132.7,6.2,22.9,18.4,101.9,454.2,66.0,15.5
16,9720119,6.1,7.8,8.6,3.0,8.5,3.0,6.4,8.6,61.2,18.1,149.4,5.4,23.2,17.0,76.1,303.4,56.8,14.8
17,10020119,9.2,12.2,13.4,5.0,18.4,7.1,7.3,9.6,68.3,19.5,173.6,6.2,27.4,20.8,110.3,472.2,69.0,15.8
18,10320119,7.6,10.3,11.6,4.4,17.2,6.7,6.3,8.3,52.7,17.5,143.9,5.6,24.3,18.7,100.1,439.9,55.8,14.2
19,10620119,6.9,9.4,9.8,3.3,10.3,4.0,7.6,9.8,57.5,21.4,147.7,6.8,24.5,20.0,112.8,488.3,71.7,15.8
20,10920119,6.1,8.4,8.9,3.3,10.1,4.0,6.8,8.8,95.3,18.6,186.9,6.0,30.5,23.5,125.0,539.3,60.0,15.2
21,11220119,6.9,8.7,9.2,3.3,10.1,3.7,6.3,8.3,42.2,18.2,115.9,5.7,19.8,15.6,82.4,350.1,53.2,14.5
22,11520119,7.8,10.9,12.5,5.0,19.6,8.0,6.4,8.3,39.9,18.7,124.1,5.7,21.6,16.7,90.0,393.5,55.1,14.5
23,11820119,6.9,8.4,9.2,3.3,9.9,3.3,6.3,8.3,35.8,18.2,109.1,5.6,18.8,14.6,78.1,335.0,52.0,14.2
24,12120119,7.6,10.0,10.7,4.2,12.0,4.7,6.3,8.3,83.3,18.6,168.8,6.0,28.2,21.1,106.6,451.7,52.8,14.2
25,12420119,9.4,13.1,14.9,6.1,22.7,9.5,8.1,10.7,72.4,20.6,167.8,6.8,29.5,22.7,126.3,568.8,76.3,16.7
26,12720119,7.6,10.3,11.6,4.4,17.0,6.9,6.4,8.4,45.5,17.1,136.1,5.3,23.2,17.8,97.3,426.6,54.7,14.5
27,13020119,7.6,10.3,11.3,4.2,13.9,5.3,6.8,8.8,55.6,19.4,147.4,6.0,24.0,18.7,100.6,428.4,57.6,14.8
28,13320119,6.9,8.4,8.9,3.3,9.9,3.7,6.3,8.3,86.3,19.0,174.0,5.8,27.9,21.6,116.6,497.3,53.7,14.8
29,13620119,9.2,12.2,13.1,5.0,17.9,7.8,6.1,8.1,67.6,18.5,156.5,5.6,25.2,19.5,100.5,422.3,53.0,14.2
30,13920119,6.1,9.0,9.8,4.2,16.0,6.4,6.8,9.1,53.4,17.0,152.5,5.8,25.0,19.2,109.0,479.4,68.5,14.2
31,14220119,9.1,12.5,14.5,6.4,22.0,10.7,8.1,10.4,75.8,20.2,165.1,6.7,27.9,21.3,109.0,484.7,73.4,16.7
32,14520119,8.4,11.3,12.5,5.0,15.3,6.0,7.3,9.4,37.7,19.8,120.7,6.3,21.1,17.0,102.2,449.2,70.2,15.2
33,14820119,7.1,9.4,10.4,4.2,14.6,5.7,6.9,8.9,35.4,18.4,122.8,6.1,22.1,18.1,107.6,465.0,66.3,14.8
34,15120119,7.6,10.3,11.6,4.7,16.3,6.7,7.9,10.1,31.3,19.0,105.3,6.5,20.1,16.7,98.4,450.3,72.9,15.8
35,15420119,6.6,9.0,10.1,3.9,14.2,5.3,6.8,8.6,40.7,17.8,133.0,5.7,22.4,17.8,100.5,432.3,60.0,14.5
36,15720119,7.3,9.7,10.7,4.1,11.5,4.9,12.6,15.3,108.0,26.6,205.0,9.1,33.9,24.3,116.0,491.9,83.2,16.7
37,16020119,6.9,9.4,10.7,4.2,14.9,6.0,6.1,7.8,40.3,17.0,123.4,5.3,21.6,16.7,88.1,377.7,50.7,14.5
38,16320119,9.9,13.4,14.6,5.3,20.6,9.6,7.3,9.3,61.6,21.0,151.1,6.7,25.5,20.8,121.5,518.1,71.5,15.2
39,16620119,5.3,6.5,6.2,2.5,6.4,2.0,6.8,8.6,39.2,17.3,121.4,5.8,21.6,18.4,118.2,517.8,67.7,13.9
40,16920119,5.3,7.1,7.1,2.5,6.6,2.4,6.8,8.6,42.2,19.3,126.5,6.3,22.4,18.7,113.3,498.0,62.7,14.5
41,17220119,8.9,11.2,11.6,4.1,12.2,4.6,11.8,14.5,57.9,29.1,147.3,10.0,25.5,21.6,142.6,620.1,127.3,19.3
42,17520119,6.1,8.4,8.9,3.3,11.7,4.7,6.4,8.3,33.9,14.8,115.2,5.3,20.6,17.0,103.3,449.2,62.5,13.6
43,17820119,5.3,7.5,7.4,2.5,8.0,2.8,5.8,7.3,37.0,14.8,122.4,4.8,21.1,17.8,116.3,495.5,58.3,12.3
44,18120119,4.6,5.6,6.2,2.5,5.6,2.0,7.3,9.3,35.0,18.5,112.5,6.3,21.1,17.0,95.7,409.7,72.1,15.2
45,18420119,5.3,7.1,6.8,2.5,6.1,2.4,7.6,9.6,43.7,19.3,126.5,6.7,22.7,18.9,110.6,488.0,73.4,15.4
46,18720119,9.7,13.1,14.3,4.7,16.0,6.2,6.8,8.8,47.8,18.7,125.5,6.2,22.7,19.5,117.7,511.0,66.2,15.2
47,19020119,9.9,13.7,16.0,5.9,22.0,10.2,7.3,9.6,73.2,23.7,171.2,7.3,28.4,22.7,135.6,580.6,71.3,15.2
48,19320119,9.9,13.1,13.7,5.0,19.9,8.7,6.8,8.8,62.8,19.4,142.9,6.3,24.5,20.0,116.3,512.4,59.5,15.2
49,19620119,9.2,13.1,13.4,5.0,20.3,8.4,6.3,8.3,55.2,18.5,133.0,5.8,22.9,18.9,109.2,468.6,57.2,14.2
50,19920119,9.9,13.1,14.3,5.6,21.0,8.9,6.6,8.6,59.4,20.0,139.8,6.2,24.0,20.0,122.0,534.3,61.2,14.8
51,20220119,9.9,14.1,14.3,5.3,21.0,8.7,6.4,8.6,58.3,19.8,142.9,6.2,24.0,20.0,122.9,535.0,61.4,14.8
52,20520119,7.6,10.3,10.7,4.2,13.5,5.3,6.8,8.8,37.3,18.9,120.4,6.0,20.5,15.9,81.3,338.2,64.8,15.2
53,20820119,7.6,9.4,10.7,4.2,12.0,4.7,6.6,8.4,44.4,18.9,123.1,6.0,21.9,17.8,100.3,432.3,59.5,14.2
54,21120119,8.4,11.3,11.6,4.2,15.1,6.0,6.8,8.8,57.5,22.3,151.5,6.7,25.2,20.5,129.1,553.7,66.1,14.5
55,21420119,6.9,8.4,9.8,3.3,12.0,4.7,6.4,8.4,42.1,18.5,119.7,6.1,21.3,17.0,92.4,396.8,58.3,14.5
56,21720119,7.6,10.3,11.6,5.0,17.0,7.4,6.8,8.6,33.9,18.6,111.5,6.3,21.3,17.5,103.0,462.8,60.2,14.2
57,22020119,9.9,13.1,13.4,5.0,20.6,8.7,6.8,8.6,63.5,20.0,142.5,6.4,25.0,21.6,135.6,617.3,61.0,14.5
58,22320119,9.2,13.1,13.4,5.0,19.9,8.4,6.1,7.9,57.9,18.9,135.7,6.0,23.2,19.2,109.8,475.7,54.3,14.2
59,22620119,6.9,9.4,9.8,3.3,9.4,3.3,6.6,8.4,43.7,18.9,121.4,6.1,20.8,16.7,86.7,367.6,59.8,14.5
60,22920119,8.1,10.3,11.6,4.2,12.8,5.3,7.8,10.3,64.2,22.3,151.4,6.9,25.2,20.5,117.4,500.5,81.6,15.8
61,23220119,7.6,10.3,10.7,3.6,11.7,4.2,6.9,9.1,31.3,17.4,91.4,5.6,17.2,14.3,76.7,339.3,62.9,15.5
62,23520119,7.3,10.0,10.4,3.3,11.8,4.0,6.6,8.6,42.5,17.1,117.3,5.4,20.8,16.4,87.3,388.5,57.4,14.8
63,23820119,9.2,12.2,13.4,5.0,17.7,7.4,7.1,9.1,50.0,17.9,125.9,5.7,21.3,17.0,93.0,394.6,73.4,14.8
64,24120119,8.1,11.3,11.9,4.4,16.0,6.9,5.8,7.6,64.2,17.8,144.3,5.4,24.3,18.4,90.3,397.5,46.7,14.2
65,24420119,7.6,10.3,10.7,3.3,11.5,4.0,6.4,8.1,50.4,18.6,125.5,5.8,21.1,16.2,80.8,341.8,53.7,14.8
66,24720119,6.6,9.0,9.2,3.3,10.1,3.7,6.4,8.3,41.1,16.7,110.5,5.3,20.0,15.6,80.2,344.0,54.9,14.5
67,25020119,9.4,12.5,14.0,6.1,18.2,8.6,6.1,8.1,126.7,17.5,206.0,5.6,35.5,27.0,144.8,660.3,48.0,13.6
68,25320119,6.8,9.0,9.5,3.3,10.8,4.4,6.1,8.1,75.1,17.8,154.5,5.6,25.3,18.4,86.2,361.2,51.5,13.9
69,25620119,8.4,10.3,11.6,4.2,12.8,4.9,5.8,7.4,80.7,17.0,165.1,5.0,27.9,21.9,118.8,537.2,41.9,12.9
70,25920119,9.2,12.2,12.8,5.0,16.5,6.7,5.3,6.8,74.3,16.6,159.6,4.8,26.0,20.3,105.7,455.3,39.6,12.6
71,26220119,7.6,9.4,10.1,4.2,12.0,5.1,6.1,7.9,61.2,17.5,139.5,5.4,23.5,18.1,91.1,392.5,49.5,14.2
72,26520119,9.4,12.5,13.1,5.3,17.7,8.0,13.3,15.8,98.6,29.7,196.8,10.1,35.5,31.6,261.5,1134.0,142.8,16.4
73,26820119,6.9,9.4,9.8,3.3,11.0,4.7,5.4,6.9,72.1,16.5,162.3,5.2,26.3,19.7,90.3,382.7,40.6,12.9
74,27120119,9.2,12.2,12.8,5.0,16.5,7.3,6.6,8.9,88.9,22.4,176.0,6.9,29.7,24.0,140.4,609.0,58.9,14.2
75,27420119,10.7,14.1,15.2,5.9,22.2,10.4,7.1,9.4,94.1,22.5,185.2,7.1,31.8,26.5,166.0,754.1,66.2,14.5
76,27720119,11.2,15.6,16.6,6.1,23.1,10.5,7.9,10.4,115.4,29.5,214.2,8.9,36.0,28.9,187.1,801.5,81.8,15.1
77,28020119,10.9,14.4,14.9,5.3,19.4,8.0,6.3,8.3,81.8,21.5,173.9,6.4,28.7,23.2,140.7,603.3,59.9,13.6
78,28320119,11.5,16.0,16.9,6.7,24.5,10.2,7.3,9.3,93.8,27.2,187.3,8.2,31.3,26.0,160.3,700.6,68.3,14.2
79,28620119,10.9,15.3,15.4,5.5,19.3,8.0,8.3,10.5,78.8,26.3,169.2,8.3,29.7,25.7,167.6,763.1,83.4,16.1
80,28920119,6.9,9.4,9.8,3.3,10.3,4.2,6.3,8.3,67.2,17.1,161.3,5.3,26.3,19.2,84.0,339.7,54.3,14.5
81,29220119,8.6,11.6,11.9,4.2,13.9,6.2,5.4,7.3,73.6,17.3,164.0,5.3,27.4,20.5,101.4,423.3,42.1,13.3
82,29520119,8.9,11.3,12.2,4.4,13.9,5.5,5.3,6.9,44.8,16.2,128.2,4.6,24.0,18.3,97.6,430.9,39.4,12.6
83,29820119,8.4,10.9,11.0,4.2,13.2,5.5,4.8,6.3,57.1,15.2,139.1,4.2,23.7,18.6,94.9,414.7,31.4,12.0
84,30120119,7.6,10.3,10.7,3.3,10.6,4.2,6.6,8.6,84.0,19.8,182.2,6.0,28.4,20.8,100.3,409.3,59.5,14.2
85,30420119,6.9,9.4,9.8,3.3,10.6,4.0,6.4,8.4,85.9,20.2,183.2,6.0,28.7,21.6,107.4,442.0,56.4,14.5
86,30720119,6.9,9.0,9.5,3.3,10.3,4.2,6.1,8.1,69.1,18.6,161.7,5.7,26.8,20.3,97.3,412.2,50.7,14.2
87,31020119,6.9,9.4,9.2,3.3,10.3,4.0,5.8,7.6,67.6,17.1,170.9,5.2,26.3,19.5,87.8,355.1,51.1,13.9
88,31320119,6.1,7.5,8.0,3.0,7.8,2.8,5.6,7.3,88.5,17.7,171.9,5.2,27.1,20.8,99.5,409.0,47.8,13.3
89,31620119,6.9,9.4,8.9,3.3,9.2,3.3,6.1,7.8,68.0,18.9,162.7,5.7,26.3,20.0,96.0,395.0,51.8,13.9
90,31920119,6.9,8.7,8.9,3.3,9.2,3.3,5.8,7.6,67.6,17.3,158.6,5.2,25.8,19.5,90.5,379.2,46.3,13.9
91,32220119,9.2,12.2,12.5,5.0,16.7,7.4,6.4,8.3,74.3,20.2,181.1,6.3,29.7,22.7,122.9,527.1,58.9,14.2
92,32520119,8.4,11.3,12.5,4.4,15.6,6.4,6.3,8.3,73.2,19.4,180.7,6.0,29.4,21.9,115.2,495.1,53.2,13.9
93,32820119,8.4,11.3,11.6,4.2,14.9,6.0,5.8,7.8,69.8,18.5,177.0,5.6,28.7,21.3,108.7,461.1,49.9,13.3
94,33120119,8.4,11.3,11.6,4.2,15.1,6.2,5.8,7.6,69.8,18.5,177.7,5.6,28.7,21.3,110.0,461.0,50.1,13.3
95,33420119,8.4,11.3,11.6,4.2,13.5,5.3,5.1,6.8,58.6,16.9,147.4,5.0,24.5,19.2,105.5,451.0,38.8,12.3
96,33720119,7.6,10.9,10.7,4.2,13.5,5.3,4.8,6.3,58.6,14.6,143.3,4.5,24.3,18.7,93.6,401.4,35.0,12.3
97,34020119,8.4,11.3,11.6,4.2,14.9,6.0,5.8,7.6,63.5,19.8,145.3,6.1,25.0,20.8,118.2,527.5,47.2,13.9
98,34320119,7.6,10.3,10.7,4.2,12.5,4.9,5.3,6.8,60.1,18.5,139.2,5.6,23.7,19.5,109.2,473.6,40.0,12.6
99,34620119,6.1,7.5,8.0,2.5,7.1,2.6,5.8,7.8,61.2,16.5,152.5,5.3,25.5,19.7,95.7,421.6,46.5,13.6
100,34920119,6.1,7.5,8.0,2.5,7.1,2.6,5.4,7.4,59.4,16.5,151.1,5.0,25.0,18.9,92.7,387.8,47.6,12.9
101,35220119,9.2,12.2,12.5,5.0,15.6,6.2,5.6,7.3,69.1,17.7,157.9,5.2,25.8,19.7,97.6,410.8,44.7,13.3
102,35520119,6.9,8.4,8.9,3.0,9.2,3.3,5.6,7.3,62.0,17.3,150.7,5.4,24.7,19.2,99.2,414.4,50.3,12.3
103,35820119,6.9,8.4,8.9,3.3,9.2,3.3,5.9,7.9,60.8,17.7,158.6,5.4,25.8,19.5,95.7,403.9,50.1,13.9
104,36120119,8.9,11.3,11.6,4.2,12.8,5.3,6.1,8.1,75.8,18.9,154.1,5.7,26.6,21.9,121.2,537.2,51.8,13.9
105,36420119,7.6,9.4,9.8,3.3,9.6,4.0,6.1,7.9,79.6,19.4,160.3,5.8,26.6,21.3,119.0,516.3,51.5,13.6
106,36720119,7.6,10.3,10.7,4.2,13.2,5.3,5.8,7.3,70.2,17.3,169.9,5.2,28.2,22.7,129.9,570.2,46.9,13.3
107,37020119,8.4,11.3,11.3,4.2,13.5,5.3,5.8,7.6,74.0,17.7,172.5,5.6,29.5,23.7,140.2,628.0,48.4,13.6
108,37320119,7.1,9.7,9.8,3.3,10.3,4.0,5.4,7.1,58.3,16.1,149.4,4.9,24.5,18.9,93.8,400.4,43.4,12.6
109,37620119,7.6,11.3,10.7,4.2,12.8,4.7,4.8,6.3,50.7,14.8,137.7,4.5,22.9,17.8,91.3,388.5,36.9,12.3
110,37920119,4.6,5.6,5.3,1.6,4.9,2.0,4.5,5.9,54.5,13.6,137.1,3.8,22.1,18.1,97.6,415.1,34.8,11.4
111,38220119,4.6,5.6,5.3,1.6,4.2,1.7,4.6,6.1,55.2,13.2,136.7,3.9,22.4,18.1,97.6,419.4,35.4,11.7
112,38520119,4.6,5.6,5.3,1.6,4.9,2.0,5.1,6.6,56.0,14.0,138.4,4.3,23.5,19.2,103.5,460.3,40.4,12.3
113,38820119,6.9,9.4,8.9,3.3,9.2,3.3,5.6,7.3,53.0,16.5,140.2,4.9,24.0,19.2,106.3,463.2,43.2,12.9
114,39120119,6.9,9.4,8.9,3.3,9.2,3.3,5.3,6.9,51.5,16.1,139.2,4.8,23.2,18.4,102.5,434.8,41.1,12.6
115,39420119,7.1,9.3,9.2,3.3,9.4,3.7,5.6,7.3,53.0,17.3,138.8,5.3,24.0,18.9,103.6,443.8,42.1,13.6
116,39720119,6.9,9.4,8.9,3.3,9.2,3.3,5.3,7.1,50.7,16.3,137.4,4.8,23.2,18.4,100.1,421.9,42.8,12.9
117,40020119,6.1,7.5,8.0,2.5,7.1,2.6,5.4,7.4,60.1,15.6,153.5,4.7,25.2,19.2,98.4,413.3,45.3,12.9
118,40320119,6.1,7.5,7.1,2.5,7.1,2.6,6.3,8.3,56.4,16.9,144.9,5.3,25.0,20.3,111.2,490.8,53.2,14.5
119,40620119,8.1,10.3,10.7,3.9,12.0,4.7,5.1,6.9,48.9,16.3,129.6,4.9,22.1,17.8,92.7,399.6,37.7,12.6
120,40920119,6.9,9.4,8.9,3.3,9.6,3.3,4.6,6.1,35.4,14.0,110.5,4.1,19.6,15.9,85.4,370.5,32.7,12.0
121,41220119,6.1,7.5,8.0,2.7,7.1,2.6,4.8,6.4,35.8,14.4,110.8,4.1,20.5,16.4,85.1,377.0,33.5,12.6
122,41520119,6.1,8.4,8.0,3.3,8.0,2.8,4.8,6.3,32.5,14.4,107.4,4.1,20.3,16.2,84.0,369.4,34.6,12.3
123,41820119,6.1,7.5,8.0,2.7,7.8,2.6,4.9,6.6,32.1,14.4,105.4,4.2,20.1,16.2,83.2,373.0,33.9,12.9
124,42120119,6.1,7.5,8.0,2.5,7.3,2.6,4.8,6.3,30.2,14.0,103.3,4.1,19.6,15.4,79.7,346.1,32.1,12.3
125,42420119,6.1,7.5,7.7,2.5,7.1,2.6,4.8,6.3,30.2,13.6,102.3,4.1,19.6,15.4,80.2,353.6,32.5,12.3
126,42720119,6.1,7.5,7.1,2.5,7.1,2.6,4.9,6.4,30.6,14.0,105.4,4.1,19.8,15.6,83.0,361.9,34.6,12.6
127,43020119,6.1,7.5,7.1,2.5,7.1,2.6,4.8,6.3,30.2,14.0,104.4,4.1,19.8,15.4,82.2,361.2,34.1,12.3
128,43320119,6.1,7.5,7.1,2.5,7.1,2.6,4.8,6.3,30.2,14.0,105.4,3.7,19.6,15.4,82.2,349.3,34.3,12.3
129,43620119,5.3,7.5,7.1,2.5,7.1,2.6,4.8,6.3,29.8,13.6,104.4,3.9,19.3,15.4,81.3,350.4,33.7,12.3
130,43920119,5.3,7.5,7.1,2.5,7.1,2.6,4.9,6.4,31.7,13.6,106.4,3.9,20.3,16.2,82.2,366.6,33.7,12.6
131,44220119,5.3,7.5,7.1,2.5,7.1,2.6,4.4,5.8,33.6,12.8,111.5,3.7,20.0,15.4,85.6,370.2,33.1,11.4
132,44520119,5.3,7.5,7.1,2.5,7.1,2.6,4.5,5.9,37.3,12.8,115.9,3.8,21.3,16.4,88.1,389.6,33.7,11.4
133,44820119,6.1,7.5,7.4,2.5,7.1,2.6,5.3,6.8,44.4,16.9,119.7,5.2,20.8,17.0,99.2,427.3,40.6,13.3
134,45120119,6.1,7.5,7.4,2.5,7.1,2.6,5.1,6.6,43.7,16.1,118.7,4.9,21.1,17.0,94.6,417.9,37.1,12.6
135,45420119,6.1,7.5,7.1,2.7,7.1,2.6,4.9,6.6,43.7,16.1,117.7,4.9,21.3,17.0,93.6,415.4,36.5,12.6
136,45720119,6.1,7.5,7.4,2.5,7.1,2.6,4.8,6.3,40.6,16.1,115.9,4.8,19.8,16.2,92.7,395.0,36.2,12.3
137,46020119,7.6,10.3,9.8,3.3,11.3,4.7,4.5,5.9,41.0,14.8,121.0,4.1,21.3,17.2,96.8,418.7,29.9,12.0
138,46320119,7.6,10.3,9.8,3.3,11.3,4.7,4.8,6.3,43.7,14.8,122.8,4.1,21.9,17.8,97.0,426.2,31.2,12.3
139,46620119,6.1,7.5,7.1,2.5,7.1,2.6,6.1,7.8,56.4,17.0,152.1,5.2,25.5,20.3,111.4,475.8,52.6,13.9
140,46920119,5.3,6.8,7.1,2.5,7.1,2.6,5.4,7.1,51.5,15.2,147.0,4.7,24.7,18.7,98.9,433.4,43.4,12.6
141,47220119,5.3,7.1,7.1,2.5,7.1,2.6,5.4,7.1,48.2,15.0,141.8,4.8,24.3,18.1,97.3,428.7,46.1,12.6
142,47520119,6.1,7.5,7.1,2.5,7.3,2.6,5.3,7.1,47.0,15.2,139.8,4.8,23.7,17.8,97.0,421.9,47.5,12.3
143,47820119,7.6,10.3,9.8,3.3,11.3,4.0,5.3,6.8,53.8,16.1,138.1,4.8,23.5,18.7,104.1,454.2,39.2,12.6
144,48120119,7.6,10.3,9.8,3.3,12.0,4.4,5.3,7.1,51.9,16.9,137.1,5.2,23.2,18.9,107.9,467.2,43.2,12.9
145,48420119,6.1,8.4,8.0,2.5,7.8,2.6,6.3,7.9,54.1,18.1,142.2,5.7,24.5,20.3,115.5,511.7,50.3,14.5
146,48720119,8.4,11.3,11.6,4.2,13.5,5.3,5.3,6.9,55.6,16.5,139.8,4.9,24.2,19.5,111.4,486.5,40.2,12.9
147,49020119,6.9,9.4,9.8,3.3,11.3,4.0,4.8,6.3,40.6,14.6,121.8,4.3,21.6,17.5,103.0,454.9,32.3,12.3
148,49320119,5.3,7.5,7.1,2.5,7.1,2.6,6.1,7.9,58.3,15.6,149.4,5.2,25.0,19.5,103.8,452.0,53.9,13.6
149,49620119,7.6,9.4,9.8,3.3,10.6,4.0,5.3,6.9,39.9,15.6,121.0,4.6,21.6,17.2,96.2,417.9,39.4,12.9
150,49920119,7.6,10.3,9.8,3.6,11.3,4.0,5.4,6.9,39.9,15.6,119.3,4.6,21.9,17.2,97.0,427.7,39.0,13.3
151,50220119,7.6,10.3,10.7,3.6,11.3,4.4,5.6,7.3,40.3,15.9,120.7,4.8,22.4,18.1,106.8,474.3,42.5,13.3
152,50520119,6.1,8.4,8.0,3.3,9.2,3.3,5.3,7.1,41.8,14.8,115.2,4.8,21.1,17.0,97.0,426.6,42.1,12.6
153,50820119,6.9,9.4,9.8,3.3,10.6,4.0,5.3,6.8,43.7,14.8,117.7,4.5,20.8,16.7,93.6,403.2,39.4,12.6
154,51120119,6.9,9.4,9.8,3.3,10.8,4.0,5.1,6.9,43.3,14.8,117.7,4.6,20.8,16.7,91.9,399.3,38.8,12.6
155,51420119,7.6,10.3,9.8,3.3,12.0,4.7,5.4,7.3,46.3,15.9,121.8,4.8,21.9,17.5,98.1,424.8,42.3,13.3
156,51720119,6.9,9.4,9.8,3.3,10.6,4.2,5.9,7.6,55.6,17.3,134.1,5.3,24.0,19.2,104.3,457.8,44.7,13.6
157,52020119,6.9,9.4,8.9,3.3,9.9,4.0,5.4,7.3,52.2,16.5,131.0,4.9,22.9,18.1,93.3,405.3,40.0,13.3
158,52320119,6.9,9.4,8.9,3.3,9.9,3.7,5.3,6.8,50.0,16.5,129.6,4.8,21.9,17.0,91.1,386.7,39.0,13.3
159,52620119,6.9,9.4,8.9,3.3,9.9,4.0,5.3,6.8,47.8,16.2,127.9,4.8,21.6,17.0,90.3,380.9,39.0,12.9
160,52920119,6.9,9.4,8.9,3.3,9.9,3.7,5.3,6.9,46.7,16.1,126.9,4.8,21.6,16.7,88.9,379.9,38.8,12.9
161,53220119,6.9,9.0,8.9,3.3,9.6,3.5,5.4,7.1,48.2,16.1,125.9,4.9,22.4,17.2,88.7,388.9,38.8,13.6
162,53520119,6.9,8.4,8.9,3.3,9.2,3.3,5.3,7.1,46.3,16.1,125.9,4.8,21.9,17.0,88.4,386.4,38.8,13.3
163,53820119,6.1,7.5,8.0,2.5,7.8,2.8,6.3,8.3,60.1,17.3,156.6,5.6,26.3,20.3,108.4,462.5,55.1,14.5
164,54120119,6.1,7.5,8.0,2.5,7.8,2.8,6.3,8.3,59.7,17.3,157.6,5.6,26.0,20.3,107.4,452.8,57.0,14.5
165,54420119,6.9,8.4,8.9,3.3,8.5,3.3,6.9,9.1,75.8,18.1,171.2,5.8,28.7,22.4,113.1,489.1,61.4,15.5
166,54720119,6.9,8.4,8.9,3.3,8.5,3.3,6.4,8.4,67.6,18.1,158.6,5.7,27.1,21.3,114.1,493.7,55.1,14.5
167,55020119,6.9,9.4,8.9,3.3,10.6,4.0,5.8,7.8,55.2,16.5,152.8,4.9,26.0,20.0,109.8,460.7,51.3,13.6
168,55320119,7.1,9.0,9.2,3.3,10.8,4.2,5.8,7.8,56.0,16.1,149.0,5.0,26.0,20.3,108.4,465.0,50.7,13.9
169,55620119,7.6,9.4,9.8,3.3,10.6,4.0,6.4,8.4,71.7,18.5,165.8,5.8,27.9,21.3,109.8,471.8,56.2,15.2
170,55920119,7.6,10.3,10.7,4.2,12.8,5.1,5.3,6.8,51.9,15.6,134.7,4.6,23.5,18.1,91.9,396.0,35.8,13.3
171,56220119,6.9,8.4,8.9,3.3,9.2,4.0,6.4,8.4,69.5,17.1,165.8,5.4,27.9,21.3,109.2,465.3,56.6,14.5
172,56520119,6.9,8.4,8.9,3.3,9.2,3.5,6.4,8.4,67.9,17.5,166.1,5.4,27.6,21.1,105.7,443.1,58.5,14.8
173,56820119,6.9,8.4,8.9,3.3,8.7,3.3,6.3,8.3,65.3,16.9,165.1,5.2,26.6,20.3,97.6,402.1,55.4,14.2
174,57120119,7.6,10.0,10.4,3.8,11.5,4.6,8.7,11.0,50.0,18.4,132.7,6.9,24.2,19.2,110.1,495.2,82.6,16.1
175,57420119,6.9,9.4,9.2,3.3,9.4,3.7,6.8,8.8,78.4,18.5,173.2,5.9,28.4,21.9,110.3,467.2,59.1,14.8
176,57720119,6.1,8.4,8.9,3.3,8.5,3.3,5.4,7.1,49.7,16.5,133.0,5.0,23.2,17.8,89.7,379.9,40.9,13.2
