Packet Number,Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18
47,13853110,3.8,4.7,5.3,1.6,4.9,2.0,5.3,6.8,29.8,14.0,100.6,4.1,18.2,14.3,82.2,360.8,45.1,12.3
48,14153110,3.8,4.7,4.4,1.6,4.9,2.0,5.3,6.9,28.0,13.6,98.5,4.1,17.2,13.8,73.7,329.3,43.4,12.6
49,14453110,3.8,4.7,4.7,1.6,4.9,2.0,5.4,6.9,29.1,14.0,96.2,4.3,18.0,14.0,77.8,349.7,45.9,12.6
50,14753110,3.8,4.7,4.4,1.6,4.2,1.3,5.3,6.9,22.4,14.4,83.9,4.2,15.8,13.0,75.3,341.8,42.8,13.3
51,15053110,3.8,3.7,4.4,1.6,3.7,1.3,4.9,6.4,19.3,13.2,76.7,3.8,14.8,12.4,70.8,321.0,38.6,12.6
52,15353110,4.6,5.6,6.2,2.5,6.4,2.4,6.1,8.1,37.3,15.2,107.7,5.0,20.8,17.2,104.9,488.7,58.9,13.9
53,15653110,4.6,5.6,5.3,1.9,5.6,2.0,5.9,7.9,34.3,14.0,104.7,4.6,19.3,15.6,92.7,426.6,54.5,13.6
54,15953110,5.3,6.5,6.2,2.5,7.1,2.6,5.8,7.8,41.4,15.6,120.7,4.8,21.1,17.8,108.2,482.6,56.4,13.3
55,16253110,5.0,6.5,6.2,2.5,6.8,2.6,5.8,7.8,41.0,15.2,120.7,4.8,21.1,17.5,102.5,460.0,54.5,13.3
56,16553110,3.0,3.7,3.5,1.6,2.8,1.3,4.8,6.3,19.0,13.2,83.9,3.8,14.5,12.1,67.5,296.9,36.5,12.0
57,16853110,3.0,3.7,3.5,1.6,3.0,1.3,4.8,6.4,19.3,13.6,85.9,3.8,15.0,12.4,65.9,296.6,34.8,12.6
58,17153110,3.0,2.8,3.5,0.8,2.8,1.0,5.1,6.9,24.2,14.0,91.1,4.3,16.9,14.3,89.2,408.2,41.9,12.9
59,17453110,3.0,3.7,3.5,1.6,3.0,1.3,5.1,6.8,23.1,14.4,89.6,4.3,16.4,13.2,71.6,325.7,35.8,13.3
60,17753110,3.0,3.7,3.5,1.6,2.8,1.3,5.1,6.9,19.3,14.0,81.8,4.2,15.0,13.0,69.9,319.2,36.5,13.3
61,18053110,3.0,3.7,3.5,1.6,2.8,1.3,4.8,6.6,19.0,14.0,79.4,4.1,14.8,12.1,68.3,304.5,35.8,12.9
62,18353110,3.0,3.7,3.5,1.6,2.8,1.3,4.9,6.8,19.0,14.0,81.4,4.1,14.8,13.0,69.1,312.0,36.5,13.3
63,18653110,3.2,4.0,3.8,1.6,3.0,1.3,4.9,6.6,18.6,14.1,79.1,4.1,14.8,12.4,70.2,313.5,37.5,13.3
64,18953110,3.0,2.8,3.5,0.8,2.8,1.3,4.9,6.6,22.4,14.0,83.2,4.1,16.1,14.3,88.7,403.2,37.7,12.6
65,19253110,4.6,5.6,5.3,2.5,5.6,2.0,5.8,7.8,34.7,15.6,107.4,4.8,20.3,17.0,107.6,491.6,49.5,14.2
66,19553110,4.6,5.6,5.3,2.5,5.6,2.0,5.9,7.8,36.2,15.2,111.5,4.8,20.5,17.2,101.9,469.3,49.5,14.2
67,19853110,5.3,6.5,6.2,2.5,6.4,2.6,5.9,7.8,38.8,16.2,118.7,4.9,21.1,17.8,104.6,471.8,51.5,14.2
68,20153110,3.8,4.7,4.4,1.6,4.6,2.0,5.3,6.9,38.8,16.1,124.1,4.7,21.6,18.1,110.6,499.8,42.1,13.3
69,20453110,4.6,5.6,5.3,1.6,5.6,2.0,6.8,8.8,44.4,17.3,132.0,5.6,23.2,18.9,119.6,546.5,64.4,14.8
70,20753110,4.6,5.6,6.2,2.5,5.6,2.0,5.8,7.4,26.1,15.2,91.1,4.6,16.9,14.0,74.5,338.2,47.2,13.6
71,21053110,5.3,6.5,6.2,2.5,6.4,2.2,6.4,8.4,28.7,16.1,92.1,5.2,18.5,16.2,96.8,451.7,57.4,14.5
72,21353110,3.0,3.7,3.5,1.6,2.8,1.0,5.8,7.6,19.7,15.0,76.7,4.6,16.1,14.8,100.6,457.4,50.7,13.6
73,21653110,3.0,3.7,3.5,1.6,3.2,1.3,5.6,7.3,24.6,15.2,94.4,4.6,17.2,15.4,96.0,441.6,45.3,13.3
74,21953110,3.0,3.7,3.5,1.6,2.8,1.3,6.1,8.1,24.6,15.6,90.0,5.0,17.7,16.2,107.4,497.3,54.1,14.2
75,22253110,3.8,4.3,4.4,1.6,3.5,1.3,5.4,7.3,19.3,14.4,80.1,4.2,15.0,13.2,74.5,339.3,45.1,13.6
76,22553110,3.8,4.7,4.4,1.6,3.5,1.3,5.9,7.9,19.7,15.2,74.3,4.7,15.6,13.8,83.5,385.6,51.1,14.5
77,22853110,5.3,6.5,7.1,2.5,7.8,2.6,6.8,8.8,40.6,16.9,119.3,5.6,21.9,18.7,121.2,561.2,64.6,14.8
78,23153110,4.6,6.5,6.2,2.5,7.1,2.6,6.3,8.4,38.1,16.5,118.7,5.2,20.8,17.5,110.0,495.5,61.4,14.2
79,23453110,5.3,7.5,7.1,2.5,7.8,2.6,6.9,9.4,44.0,17.9,131.0,6.0,23.5,19.7,123.7,571.3,69.8,15.5
80,23753110,5.3,6.5,7.1,2.5,7.5,2.8,6.1,7.9,51.9,17.3,137.1,5.4,24.5,20.5,119.6,556.9,48.6,14.2
81,24053110,5.3,7.5,7.1,2.5,7.8,2.6,6.3,8.3,46.3,16.5,133.0,5.2,22.7,18.4,108.2,495.5,57.9,14.2
82,24353110,5.3,6.5,7.1,2.5,7.1,2.6,6.4,8.4,47.4,16.5,136.1,5.3,23.7,18.9,110.1,501.3,62.1,14.2
83,24653110,4.6,6.5,6.2,2.5,6.4,2.6,6.1,8.1,44.4,15.6,131.6,5.0,22.7,17.5,97.6,435.9,58.1,13.6
84,24953110,4.6,6.5,6.2,2.5,6.6,2.6,6.3,8.1,44.8,15.3,132.0,4.9,22.7,17.8,99.2,446.0,57.6,13.9
85,25253110,4.6,6.5,6.2,2.5,6.4,2.4,5.9,7.9,42.9,15.2,128.9,4.9,21.9,16.7,94.9,419.7,56.6,13.6
86,25553110,5.3,6.5,7.1,2.5,7.1,2.6,6.4,8.6,46.6,16.1,134.4,5.3,23.2,18.6,104.6,479.4,60.8,14.2
87,25853110,691.0,244.8,684.2,142.8,436.0,240.3,7.1,9.6,67.6,24.3,153.5,6.7,26.8,21.3,117.4,523.2,61.0,14.2
88,26153110,672.1,248.3,730.4,149.9,463.3,251.3,7.3,9.6,67.6,24.1,152.1,6.5,26.8,21.6,121.2,537.2,62.3,13.9
89,26453110,5.3,6.5,8.0,2.7,8.5,3.5,5.6,7.4,44.4,16.5,128.9,4.9,22.9,19.2,109.5,502.4,45.1,13.6
90,26753110,7.6,10.3,10.7,4.2,12.8,5.3,6.8,8.8,62.7,18.9,156.6,6.0,27.1,21.1,112.0,498.7,62.1,14.5
91,27053110,6.1,8.4,8.9,3.3,9.9,4.0,5.9,7.9,48.2,16.9,133.0,5.2,22.4,17.2,87.6,386.7,54.3,13.9
92,27353110,6.1,8.4,8.9,3.3,9.9,4.0,6.3,8.1,49.6,16.9,132.3,5.3,22.9,17.2,87.9,391.7,54.5,14.5
93,27653110,6.9,9.4,10.7,3.6,12.8,5.5,6.9,9.1,82.2,19.8,193.4,6.1,30.5,22.1,112.5,483.3,65.2,15.5
94,27953110,5.3,7.5,8.0,2.7,8.5,3.3,6.8,8.8,50.0,17.7,139.2,5.6,22.9,17.0,84.6,369.8,62.5,15.1
95,28253110,5.3,7.5,7.1,2.5,8.5,3.3,6.8,8.8,58.3,18.1,158.6,5.6,25.0,18.7,96.0,413.3,62.7,15.2
96,28553110,6.1,7.5,8.0,2.5,9.2,3.3,6.8,8.8,63.9,18.5,164.8,5.8,27.1,20.5,113.1,491.6,65.8,14.8
97,28853110,5.3,6.5,7.1,2.5,8.5,3.3,6.6,8.6,58.6,17.9,149.7,5.6,24.7,18.4,91.6,381.7,61.0,14.5
98,29153110,5.3,6.5,7.1,2.5,7.8,3.0,6.4,8.4,55.2,17.3,145.3,5.4,24.5,17.8,88.7,373.8,58.7,14.8
99,29453110,6.1,8.4,8.6,3.3,9.9,4.0,7.3,9.6,58.6,19.4,157.6,6.2,26.3,20.5,114.7,508.8,72.1,15.8
100,29753110,6.9,8.4,8.9,3.3,9.9,4.0,7.6,9.9,63.9,19.8,166.8,6.4,27.6,21.3,118.5,537.2,74.4,16.4
101,30053110,4.8,6.5,6.2,2.5,6.4,2.6,6.8,8.6,35.4,16.9,104.4,5.4,18.8,14.6,73.2,314.5,63.1,14.8
102,30353110,4.6,5.6,6.2,2.5,6.4,2.4,6.4,8.4,34.3,16.5,102.3,5.2,18.2,14.0,69.9,297.6,60.2,14.8
103,30653110,6.1,7.5,8.0,2.5,8.5,3.3,6.8,8.8,48.2,17.3,134.1,5.6,22.7,17.5,91.1,401.4,62.7,15.2
104,30953110,6.1,7.5,8.0,2.5,8.7,3.3,6.8,8.8,47.4,17.3,135.1,5.4,22.1,17.0,88.4,381.7,62.1,15.2
105,31253110,6.1,7.5,8.0,2.5,8.5,3.3,6.6,8.4,45.1,16.9,132.3,5.2,21.6,16.4,82.4,355.1,59.1,14.8
106,31553110,6.1,7.5,8.0,2.5,8.5,3.3,6.3,8.3,44.4,16.9,133.0,5.2,21.3,16.2,81.9,348.3,59.3,14.5
107,31853110,8.4,11.5,11.6,3.9,13.7,5.3,7.6,10.1,77.7,22.2,185.2,6.9,29.7,22.9,122.3,541.5,77.8,16.4
108,32153110,6.1,8.4,8.9,3.3,9.2,3.3,6.9,9.3,45.9,18.5,134.4,6.0,22.7,17.0,89.5,391.4,68.3,15.2
109,32453110,6.6,8.4,8.9,3.3,9.6,3.7,7.3,9.3,38.0,18.3,113.5,5.8,20.0,15.9,81.0,349.4,72.3,15.2
110,32753110,6.1,7.5,8.0,2.5,8.5,3.3,7.3,9.4,51.5,18.9,142.2,6.1,22.9,17.2,89.7,379.9,71.1,15.5
111,33053110,6.1,7.5,8.0,2.5,8.5,3.3,7.3,9.4,49.6,18.5,133.3,6.0,22.7,17.0,88.7,385.3,70.2,15.8
112,33353110,7.6,10.3,11.0,4.2,13.5,5.5,7.3,9.3,63.9,20.6,164.4,6.3,26.6,20.3,104.3,456.4,67.5,15.8
113,33653110,7.1,10.0,11.3,4.7,15.8,8.0,6.9,9.1,35.8,17.8,109.8,5.8,22.7,20.5,141.5,670.8,66.6,14.8
114,33953110,7.8,10.6,11.6,4.2,14.4,6.2,7.3,9.4,61.2,21.1,154.8,6.7,26.8,23.5,147.8,696.6,68.5,15.5
115,34253110,6.9,9.4,9.8,3.3,12.5,5.3,6.9,9.1,53.4,20.6,140.2,6.7,25.0,21.9,137.2,650.0,63.7,15.2
116,34553110,5.3,7.5,7.1,2.5,8.0,3.3,6.3,8.1,52.3,17.9,130.6,5.8,25.0,22.9,152.7,734.7,54.5,14.2
117,34853110,6.9,8.7,8.9,3.3,10.8,4.7,6.4,8.4,56.0,19.8,141.2,6.3,25.8,23.5,156.4,760.6,57.8,14.5
118,35153110,6.1,7.5,8.0,2.7,8.0,2.6,6.3,8.1,23.5,15.9,79.4,5.2,17.2,17.0,120.1,584.6,57.6,14.2
119,35453110,6.9,9.4,9.8,3.3,11.3,4.7,6.8,8.6,41.4,18.6,121.8,6.0,22.7,21.1,145.3,699.9,59.5,14.5
120,35753110,5.3,6.8,7.1,2.5,7.1,2.6,6.4,8.4,30.6,18.1,105.7,5.7,20.5,19.5,136.4,644.9,60.8,14.5
121,36053110,5.3,6.5,7.1,2.5,8.5,3.3,5.9,7.8,33.6,16.1,115.6,5.2,22.4,21.1,151.3,736.2,55.4,13.3
122,36353110,5.3,7.5,7.1,2.5,9.9,4.0,6.3,8.3,27.2,15.6,103.6,5.3,20.5,20.5,162.1,790.3,61.2,13.3
123,36653110,7.6,9.7,10.7,4.2,14.6,6.2,6.4,8.6,56.7,17.5,149.7,5.4,25.8,22.4,147.5,692.3,59.7,14.2
124,36953110,5.3,7.5,7.1,2.5,9.9,4.0,5.8,7.3,32.5,16.3,113.9,5.2,21.1,19.5,135.6,645.6,48.6,13.3
125,37253110,7.8,10.3,10.7,4.2,14.4,6.7,6.8,8.8,40.6,17.7,110.5,5.8,20.8,19.2,133.9,645.3,63.3,14.8
