Packet Number,Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18
43,39571712,6.1,8.1,8.3,3.3,9.9,4.2,4.6,6.1,57.1,16.5,132.0,4.9,21.3,16.4,80.7,342.5,37.1,12.0
44,39871712,6.1,7.8,8.0,2.5,8.2,3.0,4.8,6.3,55.2,17.8,133.7,5.2,21.1,16.2,78.6,320.3,37.1,11.7
45,40171712,7.1,9.7,10.1,3.6,12.7,5.5,4.9,6.6,66.5,16.3,144.9,4.9,23.7,18.3,92.7,402.1,39.8,11.3
46,40471712,6.9,9.4,9.8,3.6,13.5,6.2,6.3,7.9,51.1,22.4,140.5,6.8,24.5,20.3,118.5,530.7,54.3,13.9
47,40771712,7.6,9.4,10.4,4.2,13.7,6.0,4.8,6.3,54.5,14.9,136.1,4.5,22.9,17.8,89.7,393.9,35.2,12.3
48,41071712,10.2,14.3,19.0,6.1,21.2,9.8,11.8,14.5,88.5,30.5,185.2,8.3,29.4,22.4,114.7,496.2,79.5,16.4
49,41371712,6.1,8.7,8.9,3.3,10.6,4.0,3.9,5.4,55.6,14.2,136.4,4.3,21.9,16.7,85.9,364.0,34.6,9.5
50,41671712,6.1,8.4,8.0,3.3,9.4,3.7,4.6,6.1,52.3,15.2,126.5,4.7,21.6,16.4,77.8,333.9,34.3,11.7
51,41971712,6.1,8.1,8.6,3.0,9.9,4.0,4.6,6.3,53.8,16.9,128.9,5.2,21.3,17.0,91.6,397.5,39.6,11.0
52,42271712,8.1,10.9,11.3,4.2,15.1,6.7,5.1,6.8,62.4,17.8,147.4,5.2,24.0,18.4,90.5,387.8,40.0,12.3
53,42571712,6.9,9.4,9.8,3.3,12.0,4.7,4.8,6.3,63.5,16.9,153.5,4.8,24.7,19.2,93.5,397.8,38.7,12.0
54,42871712,6.6,8.4,8.9,3.3,8.9,3.3,5.8,7.6,61.2,18.3,145.6,5.6,24.0,18.7,96.2,410.0,49.7,13.3
55,43171712,5.3,7.5,7.1,2.5,8.0,2.8,4.8,6.3,54.9,16.1,138.1,5.0,22.9,17.2,87.9,380.6,41.7,11.4
56,43471712,6.8,8.7,8.9,2.7,9.9,3.7,4.9,6.4,61.6,17.8,143.9,5.2,23.7,18.4,95.7,407.5,38.7,12.3
57,43771712,6.9,9.4,9.8,3.3,12.8,5.3,4.8,6.3,54.9,17.3,137.1,5.2,23.2,17.8,95.2,418.0,41.9,11.4
58,44071712,5.3,6.8,7.1,2.5,8.2,3.3,3.9,5.2,47.4,11.2,127.5,3.8,21.9,16.4,88.4,384.2,39.4,8.5
59,44371712,6.1,7.5,8.0,2.5,7.3,2.6,5.9,7.6,62.8,18.3,150.7,5.7,24.5,19.2,96.5,414.3,48.0,13.6
60,44671712,6.1,8.4,8.0,2.7,9.2,3.5,5.4,7.3,53.0,16.5,133.3,5.2,22.7,18.4,103.3,465.7,49.5,12.3
61,44971712,6.9,8.4,8.9,3.3,9.2,3.3,6.6,8.6,66.4,20.6,150.4,6.2,26.0,22.9,148.1,666.5,63.9,14.2
62,45271712,8.4,11.3,11.6,4.2,13.5,6.0,5.9,7.9,66.4,19.6,156.9,6.1,26.6,21.3,118.0,530.7,48.8,13.6
63,45571712,9.2,12.8,13.4,5.0,16.5,6.7,5.4,7.3,82.5,18.9,172.9,5.6,27.6,19.7,91.3,370.9,44.4,13.3
64,45871712,9.2,13.1,13.4,5.6,20.6,9.4,4.8,6.3,75.8,16.6,168.1,4.7,26.3,18.4,86.4,349.4,35.8,12.0
65,46171712,8.4,11.3,11.6,4.2,14.9,6.0,5.3,6.8,60.1,16.1,150.4,4.8,25.2,17.8,83.8,337.5,41.1,12.6
66,46471712,7.1,9.4,9.8,3.3,11.5,4.9,5.9,7.8,97.5,18.5,194.7,5.7,30.7,22.1,99.5,411.5,48.0,14.2
67,46771712,9.2,12.2,12.5,4.4,15.6,6.4,6.6,8.3,88.5,21.0,189.3,6.3,30.2,22.4,115.5,473.3,57.6,14.2
68,47071712,9.2,12.2,12.5,5.0,16.7,6.7,6.3,8.1,81.8,21.8,176.3,6.5,28.4,21.1,106.0,442.4,52.2,14.2
69,47371712,9.2,12.2,12.5,4.2,15.6,6.0,5.8,7.6,76.9,18.1,176.6,5.4,27.9,20.8,97.3,408.6,45.7,13.9
70,47671712,6.9,9.4,9.8,3.3,10.1,4.0,5.8,7.8,63.1,17.7,149.4,5.6,25.0,18.7,86.4,356.9,47.6,13.6
71,47971712,6.9,8.4,8.9,3.3,8.9,3.3,6.4,8.4,67.2,18.1,160.3,5.7,26.0,18.7,81.3,324.6,61.2,14.5
72,48271712,9.9,13.1,13.4,5.3,18.9,8.2,6.4,8.4,80.7,20.2,172.2,6.4,28.4,21.6,108.7,457.1,56.6,14.5
73,48571712,7.6,10.3,11.3,4.2,15.1,6.4,6.6,8.4,83.6,18.6,182.5,5.8,28.4,20.5,96.2,380.6,60.6,14.5
74,48871712,6.6,8.7,8.9,3.3,9.6,4.0,6.4,8.4,81.4,19.0,170.2,6.1,27.6,20.5,91.3,380.6,54.3,14.8
75,49171712,7.6,10.3,9.8,3.3,11.3,4.7,6.3,8.1,78.1,19.8,168.9,6.0,27.4,20.3,95.2,394.3,51.3,14.2
76,49471712,7.6,10.3,10.7,3.3,11.3,4.7,6.9,9.1,84.0,19.8,175.0,6.3,28.2,21.1,103.3,429.4,63.5,15.2
77,49771712,9.9,14.1,14.9,5.6,19.9,9.1,7.3,9.3,96.4,21.8,203.7,6.8,33.4,25.4,132.3,574.2,65.2,15.2
78,50071712,7.3,9.4,9.8,3.6,11.0,4.7,7.4,9.6,90.0,21.1,181.4,6.7,28.9,21.9,108.7,452.8,70.6,15.5
79,50371712,9.2,12.5,13.4,5.0,17.7,7.4,5.8,7.4,74.3,17.7,163.7,5.3,26.6,19.5,93.0,381.3,46.1,13.6
80,50671712,9.2,12.2,12.5,5.0,15.6,6.7,6.3,8.3,76.9,19.2,167.4,6.0,27.4,20.3,96.0,397.8,52.0,14.2
81,50971712,9.2,12.2,13.4,5.0,16.3,6.7,5.8,7.8,77.3,19.8,168.9,6.0,26.6,20.0,93.6,379.9,50.9,14.2
82,51271712,8.4,11.9,13.4,5.3,20.3,8.6,6.3,8.3,97.1,18.9,200.9,5.7,30.2,21.9,103.6,406.4,59.1,14.2
83,51571712,5.8,7.8,8.3,3.0,10.6,4.4,5.8,7.8,86.3,16.9,178.7,5.4,30.0,22.4,106.0,444.5,52.6,13.3
84,51871712,9.6,13.7,14.3,5.6,20.1,8.7,5.1,6.6,78.4,16.7,171.6,4.9,27.6,20.3,99.8,425.9,38.5,12.3
85,52171712,7.6,9.4,10.7,4.2,14.4,6.2,7.3,9.6,102.0,20.6,200.2,6.7,32.3,24.0,124.2,522.1,70.8,15.2
86,52471712,6.1,8.4,8.9,3.3,9.2,4.0,6.6,8.4,88.9,20.6,187.3,6.4,29.7,22.7,112.3,476.8,58.1,14.5
87,52771712,6.9,9.4,9.8,3.6,11.3,4.7,6.9,8.9,101.3,19.8,197.1,6.1,31.3,23.2,109.8,458.9,61.2,14.8
88,53071712,6.9,8.4,9.8,3.3,10.8,4.4,6.6,8.6,93.0,19.0,188.6,5.8,29.5,22.1,107.4,440.2,61.0,14.5
89,53371712,6.9,9.4,9.8,3.3,11.3,4.7,6.3,8.1,94.1,18.5,192.4,5.6,29.4,21.6,102.5,414.7,55.8,14.2
90,53671712,6.1,8.1,8.0,3.0,9.9,4.0,6.3,8.1,82.9,19.7,183.1,5.9,28.7,21.6,107.9,466.1,54.5,13.9
91,53971712,6.1,7.5,8.0,2.5,8.5,3.3,5.9,7.9,84.4,17.7,182.8,5.4,28.7,20.8,94.4,393.9,52.8,13.6
92,54271712,5.5,7.5,7.7,2.5,8.5,3.3,5.8,7.8,81.4,17.7,179.4,5.3,27.9,20.3,91.3,374.5,52.2,13.3
93,54571712,5.3,7.5,7.4,2.5,8.0,3.0,5.8,7.8,80.3,17.7,177.7,5.4,27.9,20.0,90.5,372.7,51.8,13.3
94,54871712,5.3,7.5,7.1,2.5,7.8,2.6,5.9,7.9,80.7,18.1,177.7,5.6,27.9,20.3,91.6,382.7,52.6,13.6
95,55171712,5.3,7.5,7.1,2.5,7.8,2.6,5.8,7.8,81.4,17.9,177.0,5.4,27.4,19.7,89.4,362.7,52.0,13.3
96,55471712,7.6,10.3,10.7,3.3,11.3,4.7,7.4,9.8,83.6,22.3,178.4,6.9,28.4,21.3,113.6,471.5,74.4,15.5
97,55771712,7.6,10.3,10.7,3.9,12.0,4.9,7.6,9.9,85.5,22.7,179.1,7.2,28.7,22.1,117.2,495.1,75.3,15.8
98,56071712,8.6,11.6,12.8,4.7,18.4,7.1,8.1,10.3,100.1,22.5,196.8,7.2,32.1,24.9,136.1,593.2,79.4,16.1
99,56371712,9.4,13.1,14.3,5.6,19.9,8.0,6.8,8.8,94.9,20.0,194.0,6.1,30.2,22.1,106.3,430.5,65.4,14.5
100,56671712,9.2,12.2,14.3,5.0,19.2,8.0,6.4,8.4,87.8,18.6,183.5,5.7,29.0,21.1,95.7,394.9,58.9,14.5
101,56971712,9.2,12.2,14.3,5.9,21.3,9.6,7.4,9.4,93.0,19.8,185.2,6.4,30.5,22.9,110.9,475.1,68.3,15.5
102,57271712,5.5,7.5,8.0,2.7,8.5,3.3,6.6,8.6,62.7,17.7,147.0,5.7,24.7,18.4,83.5,343.2,62.7,14.5
103,57571712,5.3,7.5,8.0,2.5,8.5,3.3,6.4,8.4,60.5,17.7,145.6,5.6,24.3,17.8,80.2,328.9,60.0,14.5
104,57871712,5.3,7.5,7.7,2.5,8.5,3.3,6.3,8.3,58.3,17.3,141.8,5.4,24.0,17.5,78.9,323.1,60.0,14.2
105,58171712,5.3,7.5,8.0,2.5,8.5,3.3,6.3,8.3,58.3,17.3,142.2,5.4,23.5,17.5,78.1,316.7,59.1,14.2
106,58471712,6.9,9.4,10.7,4.2,15.6,6.9,5.6,7.3,62.7,17.7,152.5,5.4,26.6,21.1,115.2,506.7,46.1,13.3
107,58771712,6.9,9.4,10.7,4.2,16.3,7.6,5.4,7.1,62.3,17.7,153.5,5.3,26.3,20.8,113.1,499.8,43.6,13.2
108,59071712,6.9,9.4,10.7,4.2,16.3,7.4,5.3,7.1,62.3,17.7,154.5,5.4,26.3,20.8,109.5,485.1,41.9,13.3
109,59371712,6.9,9.4,10.7,4.2,16.7,7.4,5.1,6.8,60.1,17.7,154.1,5.2,25.2,19.7,108.2,457.8,41.7,12.6
110,59671712,6.9,9.4,10.7,4.2,16.3,7.1,5.3,7.1,62.0,17.7,154.1,5.4,26.3,20.5,106.8,472.5,41.3,12.9
111,59971712,6.9,9.4,10.7,4.2,16.0,6.9,5.3,6.9,60.9,17.3,153.1,5.3,26.0,20.3,106.6,465.3,41.3,12.6
112,60271712,6.9,8.7,8.9,3.3,11.3,4.0,5.8,7.6,64.2,15.3,154.8,4.8,25.3,19.2,98.1,415.1,53.7,12.9
113,60571712,6.9,9.4,9.8,3.3,12.0,4.4,5.6,7.1,66.5,14.2,161.3,4.7,26.8,20.5,105.2,460.3,50.9,12.0
114,60871712,6.9,9.7,9.8,3.3,12.5,4.7,5.9,7.8,67.2,15.4,167.4,5.2,27.6,21.9,118.5,521.4,58.3,12.9
115,61171712,6.9,9.4,9.8,3.3,10.8,4.2,6.9,9.3,76.2,19.4,168.5,6.1,27.9,21.9,112.8,485.1,67.5,15.1
116,61471712,5.3,6.5,7.1,2.5,7.1,2.6,4.8,6.4,47.4,14.5,123.8,4.6,21.9,17.2,91.1,400.0,39.2,11.7
117,61771712,4.8,6.5,6.2,2.5,7.8,2.6,4.4,5.8,42.2,13.6,117.3,4.1,20.3,15.9,82.7,349.4,38.4,11.0
118,62071712,9.2,12.2,12.5,4.4,15.6,6.2,7.3,9.4,77.3,23.5,167.8,7.2,27.4,21.9,123.9,531.8,71.1,15.2
119,62371712,9.2,12.2,12.5,4.4,15.6,6.4,7.3,9.4,79.6,23.1,166.8,7.3,28.2,22.1,122.6,543.3,68.5,15.5
120,62671712,7.6,10.3,10.7,3.9,11.3,4.7,7.8,9.9,74.0,22.7,167.1,7.5,28.2,22.7,126.6,556.9,76.1,16.1
121,62971712,6.9,9.4,9.5,3.3,9.9,3.7,6.9,9.1,63.5,19.2,153.5,6.2,25.0,19.5,96.8,421.9,62.7,15.5
122,63271712,6.9,8.4,8.9,3.3,9.2,3.3,6.4,8.4,61.2,18.5,150.4,5.7,24.0,18.4,91.3,380.9,59.5,14.5
123,63571712,6.9,8.4,8.9,3.3,9.2,3.5,6.4,8.4,62.0,18.5,149.7,5.7,24.2,18.6,89.7,377.0,58.9,14.5
124,63871712,6.9,9.4,9.5,3.3,9.9,3.5,6.4,8.4,62.3,18.9,151.8,5.7,24.2,18.9,94.6,391.0,62.3,14.5
125,64171712,6.9,9.4,9.8,3.3,10.6,4.0,6.3,8.3,60.8,18.9,153.5,6.0,24.5,18.4,90.3,371.3,59.5,14.2
126,64471712,7.3,9.4,9.8,3.3,11.3,4.0,6.6,8.6,63.9,19.4,156.9,6.0,25.5,19.2,93.3,390.3,60.2,14.8
127,64771712,9.2,12.2,12.5,5.0,17.0,6.7,6.9,9.1,76.2,19.4,172.9,6.2,27.9,20.8,102.7,430.1,67.1,15.2
128,65071712,9.9,14.1,15.2,5.9,22.0,9.4,8.3,10.7,93.4,23.3,201.6,7.4,32.9,26.0,148.6,663.2,83.9,16.7
129,65371712,7.6,10.3,10.7,4.2,13.5,5.3,6.6,8.4,71.7,18.1,164.8,5.8,27.6,21.1,105.2,458.9,59.5,14.5
130,65671712,6.1,8.4,8.3,3.0,8.5,3.0,6.3,8.3,65.0,17.7,158.2,5.6,25.8,18.7,81.3,333.9,56.0,14.2
131,65971712,5.3,7.5,7.1,2.5,7.1,2.6,6.4,8.3,48.5,16.5,133.0,5.3,23.2,17.5,83.0,352.9,57.4,14.5
132,66271712,5.3,7.5,7.1,2.5,7.8,2.6,6.6,8.6,49.3,16.5,130.0,5.4,23.5,17.5,81.3,350.4,60.2,14.8
133,66571712,5.3,7.5,7.4,2.5,7.8,2.6,6.3,8.3,48.9,16.5,128.9,5.2,22.7,17.0,78.1,331.0,58.7,14.2
134,66871712,6.1,7.5,8.0,2.5,7.8,2.6,6.8,8.9,49.3,17.3,132.3,5.6,22.9,18.1,91.3,387.4,67.7,14.8
135,67171712,6.1,7.5,8.0,3.0,9.2,3.3,5.6,7.4,48.5,15.6,131.6,4.9,22.7,17.0,74.8,311.3,48.4,12.9
136,67471712,6.1,7.5,8.0,3.3,9.2,3.3,5.9,7.8,47.1,15.6,127.9,4.9,22.7,17.0,76.5,325.3,50.7,13.6
137,67771712,5.3,7.5,8.0,3.0,9.2,3.3,5.6,7.4,46.3,15.2,125.9,4.8,22.7,16.7,73.7,308.4,49.5,12.9
138,68071712,5.3,7.5,8.0,2.5,9.2,3.3,5.3,7.1,45.9,14.8,125.9,4.7,21.6,16.2,73.2,300.5,48.6,12.3
139,68371712,5.3,7.5,7.4,2.5,9.2,3.3,5.3,7.1,44.8,14.8,125.9,4.7,21.6,16.2,72.6,297.6,49.3,12.3
140,68671712,6.3,8.7,8.9,3.3,9.6,3.7,5.9,7.8,79.5,17.0,163.0,5.3,27.1,20.8,105.2,456.0,53.5,13.6
141,68971712,9.2,13.1,13.4,5.0,17.9,7.8,6.6,8.6,79.9,21.4,167.8,6.5,27.9,22.4,127.1,546.9,61.0,14.2
142,69271712,9.2,12.5,12.5,5.0,17.0,7.1,6.4,8.4,78.8,21.0,167.1,6.5,27.9,22.4,122.3,536.1,57.9,14.5
143,69571712,7.6,10.3,10.7,4.2,15.6,6.4,6.3,8.1,66.8,18.1,160.7,5.6,27.1,21.6,123.7,538.6,57.9,13.9
144,69871712,7.6,10.3,10.7,4.2,15.6,6.4,6.3,8.1,69.5,18.1,165.1,5.6,27.4,22.1,128.0,560.2,56.4,13.9
145,70171712,7.6,10.3,10.7,4.2,15.6,6.4,5.8,7.6,69.1,17.3,164.0,5.2,27.1,21.1,117.2,504.1,50.7,13.3
146,70471712,7.6,10.3,10.7,4.4,16.3,6.7,5.9,7.8,71.7,17.7,164.8,5.6,27.6,22.1,118.8,527.1,51.1,13.6
147,70771712,7.6,10.3,10.7,4.2,16.3,6.7,5.8,7.6,68.7,18.1,163.3,5.4,26.8,21.3,118.5,512.4,52.0,13.3
148,71071712,7.6,10.3,10.7,4.2,16.3,6.7,5.8,7.8,69.8,17.7,163.7,5.6,27.4,21.3,119.3,518.9,52.0,13.3
149,71371712,7.6,10.3,10.7,4.2,15.6,6.7,5.8,7.3,67.2,17.3,160.3,5.2,26.6,21.1,113.9,493.0,49.9,13.3
150,71671712,7.6,10.3,10.7,4.2,16.0,6.4,5.6,7.3,66.1,17.7,160.7,5.2,26.0,20.5,114.1,486.9,50.1,12.6
151,71971712,7.6,9.4,9.8,3.3,12.0,4.7,6.8,8.6,70.6,22.1,161.7,6.8,27.6,23.2,144.0,638.8,60.4,14.2
152,72271712,5.3,6.5,7.1,2.5,7.1,2.6,5.3,7.1,43.7,15.2,124.8,4.8,21.6,16.4,80.5,339.7,49.5,12.3
153,72571712,8.4,12.2,12.5,5.0,17.0,7.4,6.1,8.1,91.9,18.1,180.7,5.6,29.7,22.9,122.0,526.0,55.3,13.9
154,72871712,7.1,10.3,9.8,3.3,11.3,4.7,6.1,8.3,73.9,18.5,169.9,6.1,28.7,23.5,139.3,626.9,62.7,12.9
155,73171712,6.9,9.4,8.9,3.3,10.6,4.0,5.9,7.9,70.2,17.9,169.5,6.0,28.4,22.1,132.3,576.3,64.2,12.3
156,73471712,6.1,8.4,8.9,3.3,11.7,4.7,4.8,6.4,53.8,14.8,135.7,4.7,23.2,18.1,99.8,428.7,45.1,11.4
157,73771712,6.1,8.4,8.9,3.3,12.8,5.3,5.3,6.8,48.9,16.5,133.3,5.0,22.9,17.5,90.5,379.5,44.7,12.3
158,74071712,6.1,8.4,8.9,3.3,13.2,5.3,5.1,6.8,50.4,16.1,135.1,4.8,23.2,17.5,86.2,365.5,42.5,12.3
159,74371712,6.1,8.4,8.9,3.6,13.5,5.5,5.6,7.1,51.9,16.5,137.1,5.2,23.7,18.4,90.8,397.5,44.7,12.9
160,74671712,6.1,8.1,8.0,3.0,9.6,3.3,6.3,8.4,66.1,16.3,148.4,5.3,24.5,18.7,91.1,391.0,59.9,13.6
161,74971712,5.3,6.5,7.1,2.5,7.5,2.6,5.8,7.8,60.5,15.6,144.3,5.2,24.0,17.8,94.6,400.3,60.8,12.3
162,75271712,6.9,9.4,9.2,3.3,10.6,4.0,6.8,8.8,73.6,19.4,164.0,6.1,27.4,21.6,114.7,488.3,64.8,14.2
163,75571712,6.9,9.4,9.8,3.3,10.6,4.0,6.8,8.8,76.5,19.4,168.5,6.0,28.2,21.9,113.9,488.3,62.1,14.2
164,75871712,6.9,9.4,9.8,3.3,10.6,4.2,6.8,8.8,78.4,19.4,168.9,6.3,28.4,22.1,115.5,506.3,61.4,14.5
165,76171712,6.9,8.4,8.9,3.3,9.4,3.7,6.3,8.1,74.3,18.9,164.8,5.8,27.1,20.8,107.6,458.5,57.4,13.9
166,76471712,6.6,8.4,8.9,3.3,11.3,4.2,5.6,7.4,68.3,14.6,161.3,4.9,27.4,20.8,105.5,467.9,53.5,12.6
167,76771712,6.1,8.4,8.0,2.7,9.9,3.3,5.8,7.3,62.3,15.2,158.9,4.8,26.0,19.5,104.9,442.0,57.0,12.3
168,77071712,6.1,8.4,8.0,2.5,9.9,3.3,5.4,7.4,62.0,14.8,159.6,4.9,25.8,19.7,102.5,438.8,56.4,11.7
169,77371712,6.1,8.4,8.0,2.7,9.9,3.3,5.3,6.9,61.2,14.8,158.6,4.8,25.2,18.9,99.8,419.0,55.1,11.7
170,77671712,6.9,8.4,8.9,3.3,10.8,4.0,5.8,7.6,65.7,14.8,159.6,4.9,27.1,20.5,102.7,456.4,53.9,12.9
171,77971712,6.9,8.7,8.9,3.3,11.3,4.0,5.3,7.1,65.3,14.8,161.7,4.7,26.3,20.0,100.9,429.8,52.0,12.3
172,78271712,6.1,8.4,8.9,3.3,10.6,4.0,5.3,7.3,65.0,14.6,162.0,4.8,26.3,20.0,102.5,439.5,54.5,12.3
173,78571712,6.1,8.4,8.9,3.3,10.6,4.0,5.4,7.3,62.3,14.8,159.6,4.8,25.2,19.5,102.5,433.0,56.6,11.7
174,78871712,8.4,11.3,11.6,4.2,12.8,5.3,6.8,8.9,74.0,22.7,159.6,7.1,26.6,21.9,123.4,523.2,67.3,14.5
175,79171712,8.4,11.3,11.6,4.2,14.2,5.7,6.8,8.6,74.7,20.2,158.6,6.3,26.6,21.1,115.2,500.2,61.7,14.2
176,79471712,7.6,10.3,10.7,4.2,14.9,6.0,5.8,7.6,39.9,15.6,105.0,4.8,19.0,15.1,73.4,315.6,50.9,13.6
