Packet Number,Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18
828,28833967,7.1,9.4,9.8,3.3,10.1,4.0,7.3,9.3,87.8,22.3,176.6,6.8,27.9,21.1,104.3,430.1,64.8,16.1
829,29133967,6.9,9.4,9.8,3.3,10.6,4.0,6.9,9.4,85.5,22.7,176.0,6.8,27.6,20.8,104.1,427.6,64.6,15.5
830,29433967,6.9,9.4,9.8,3.3,9.9,4.0,7.4,9.6,85.9,23.2,175.6,7.2,28.1,21.3,102.7,432.3,64.8,16.4
831,29733967,7.3,9.4,9.8,3.3,9.9,4.0,7.1,9.4,84.0,23.7,176.0,7.1,27.9,21.1,105.2,432.0,66.1,15.8
832,30033967,6.9,9.4,9.8,3.3,9.9,4.0,7.3,9.3,83.3,23.7,175.3,7.1,27.6,21.1,105.2,429.8,65.4,15.8
833,30333967,6.1,7.5,8.0,3.0,7.8,2.8,6.9,9.3,60.9,18.9,150.0,6.1,24.8,17.2,72.4,288.7,63.9,15.5
834,30633967,6.1,7.5,8.0,2.5,7.8,2.6,6.8,8.8,57.9,18.9,147.4,5.8,23.7,16.7,71.6,277.9,63.3,15.2
835,30933967,6.1,7.5,8.0,2.5,7.1,2.6,6.8,8.8,57.2,18.5,145.6,6.0,23.7,17.0,70.5,277.5,62.5,15.2
836,31233967,6.1,7.5,8.0,2.5,7.3,2.6,6.9,8.9,57.5,18.5,143.6,5.8,24.0,17.2,69.9,282.6,60.2,15.5
837,31533967,6.1,7.5,8.0,2.5,7.5,2.6,6.8,8.8,55.6,18.5,143.3,5.6,23.5,17.0,69.1,273.2,59.5,15.2
838,31833967,5.5,7.5,7.1,2.5,7.1,2.6,6.8,8.8,54.1,18.1,140.8,5.6,23.5,17.0,68.3,271.1,59.1,15.2
839,32133967,5.8,7.5,7.1,2.5,7.1,2.6,6.8,8.8,54.5,18.1,140.2,5.7,23.7,16.7,68.3,272.5,58.9,15.2
840,32433967,6.1,7.5,7.4,2.5,7.1,2.6,6.9,8.9,56.4,18.5,144.3,6.0,23.7,17.2,71.6,287.2,61.4,15.5
841,32733967,5.3,7.5,7.1,2.5,7.1,2.6,6.6,8.6,52.3,18.1,138.8,5.6,22.7,16.2,67.7,263.5,58.5,14.8
842,33033967,5.3,7.5,7.1,2.5,7.1,2.6,6.4,8.4,52.7,18.1,140.2,5.7,22.7,16.2,67.5,261.7,57.8,14.5
843,33333967,8.4,10.6,11.6,5.0,17.2,7.4,7.6,9.6,84.4,20.0,191.4,6.3,30.5,23.2,120.9,508.8,71.1,15.8
844,33633967,7.6,9.4,9.8,4.2,12.8,4.7,6.9,9.1,76.2,18.9,178.1,5.8,27.9,20.0,91.1,367.3,64.8,15.8
845,33933967,6.9,9.4,8.9,3.3,11.3,4.0,7.3,9.3,81.0,19.8,181.8,6.0,28.4,20.3,93.6,372.3,68.3,15.8
846,34233967,7.6,9.4,9.8,3.6,11.3,4.7,6.9,8.9,80.7,21.0,170.9,6.7,28.9,22.4,120.4,521.0,60.2,15.5
847,34533967,6.9,8.4,8.9,3.3,9.2,3.5,7.3,9.3,97.9,21.8,195.1,6.7,30.5,22.7,112.3,455.7,67.7,16.1
848,34833967,6.9,8.4,9.5,3.3,11.3,4.7,7.3,9.3,68.4,19.5,160.3,6.1,26.6,18.7,82.4,331.4,66.3,16.1
849,35133967,6.1,8.4,8.9,3.3,10.6,4.2,7.1,9.4,59.8,18.5,148.4,6.1,25.3,18.6,82.2,337.5,66.5,15.8
850,35433967,9.2,12.2,13.1,5.0,18.4,8.0,7.8,9.9,99.8,21.2,194.0,6.8,31.3,23.5,122.0,521.7,70.0,16.4
851,35733967,8.4,11.3,10.7,4.2,13.5,5.1,6.9,8.9,99.0,20.2,193.4,6.2,29.9,21.6,100.9,410.8,60.4,15.5
852,36033967,8.4,11.3,11.6,4.2,14.6,6.0,6.8,8.8,102.3,20.2,196.8,6.2,30.5,21.9,102.2,408.9,60.8,15.2
853,36333967,8.4,11.3,11.6,4.2,14.2,5.5,6.8,8.9,101.6,20.2,195.1,6.4,30.5,22.1,102.7,420.8,60.8,15.5
854,36633967,8.4,11.3,11.6,4.2,14.2,5.3,6.8,8.6,99.0,20.2,195.5,6.2,29.7,21.6,100.6,407.9,60.4,15.5
855,36933967,8.4,11.3,10.7,4.2,13.7,5.3,6.8,8.8,98.3,20.2,194.0,6.3,29.7,21.9,104.3,425.2,62.3,15.2
856,37233967,8.4,11.3,11.6,4.2,14.2,5.3,6.9,9.1,100.9,21.0,197.5,6.4,30.2,22.7,111.7,466.4,65.4,15.5
857,37533967,8.4,11.3,11.6,4.2,14.9,6.0,6.9,9.3,82.9,20.6,175.6,6.3,29.0,21.9,109.0,466.4,63.9,15.8
858,37833967,7.6,9.4,9.8,3.3,10.6,4.0,8.3,10.6,81.0,22.7,179.4,7.3,29.2,22.4,122.8,525.0,83.1,17.1
859,38133967,7.6,10.3,10.7,4.2,14.2,5.5,6.4,8.4,76.2,17.7,178.1,5.4,27.6,20.5,104.1,435.2,61.0,14.5
860,38433967,6.9,9.4,8.9,3.3,9.9,3.3,7.3,9.6,69.1,21.8,167.4,6.7,25.8,19.5,99.2,400.7,74.0,16.1
861,38733967,6.9,8.4,8.9,3.3,10.6,4.0,7.1,9.1,69.1,18.2,169.9,5.8,26.6,19.2,91.6,374.5,67.9,15.5
862,39033967,6.3,8.4,8.0,3.0,9.2,3.3,6.9,9.1,72.8,18.2,168.9,5.8,26.3,19.2,85.9,344.7,66.5,15.5
863,39333967,6.9,9.4,8.9,3.3,11.3,4.2,6.8,9.1,68.3,17.7,165.1,5.6,26.3,18.9,89.2,359.8,67.3,15.2
864,39633967,6.1,7.5,8.0,2.5,7.8,2.6,7.1,9.1,56.8,18.5,147.0,5.8,24.0,17.5,75.0,306.6,63.5,15.8
865,39933967,6.1,7.5,8.0,2.7,8.5,3.0,6.4,8.6,47.7,17.3,133.0,5.4,23.4,17.5,77.3,319.2,60.2,14.8
866,40233967,6.1,7.5,8.0,3.0,8.5,3.3,6.8,8.8,48.2,16.9,133.0,5.6,23.5,17.2,77.0,324.9,59.8,15.2
867,40533967,6.1,7.5,8.0,3.3,9.2,3.3,6.4,8.3,49.3,17.0,134.7,5.6,23.5,17.0,76.7,315.6,59.7,14.8
868,40833967,6.1,8.4,8.0,3.3,9.9,3.7,7.3,9.6,51.1,18.1,138.4,6.0,24.7,19.2,101.7,434.1,72.8,15.8
869,41133967,6.1,8.1,8.0,3.3,9.2,3.5,6.9,8.9,51.9,17.7,138.1,5.7,24.5,18.1,83.0,345.8,63.7,15.1
870,41433967,6.9,9.4,8.9,3.3,11.3,4.0,7.3,9.3,73.6,17.7,173.9,5.6,27.9,20.0,90.8,371.3,69.0,15.2
871,41733967,5.3,6.5,6.2,2.5,6.4,2.6,6.8,8.8,57.5,17.3,142.2,5.6,23.7,17.2,73.2,295.5,61.2,15.2
872,42033967,5.3,6.5,6.2,2.5,6.4,2.2,6.8,8.9,56.0,17.3,139.5,5.4,24.0,17.8,83.2,339.6,65.4,15.2
873,42333967,5.3,6.5,6.2,2.5,6.4,2.2,6.3,8.3,52.6,16.5,135.4,5.2,23.2,16.7,74.8,300.5,59.1,14.5
874,42633967,6.1,8.1,8.0,3.0,9.2,3.3,7.4,9.6,72.1,19.4,165.8,6.2,27.6,21.3,109.8,474.7,71.3,15.8
875,42933967,6.1,8.4,8.0,3.3,9.9,3.7,7.1,9.6,72.4,19.8,170.5,6.2,27.1,20.0,98.6,414.0,70.9,15.8
876,43233967,6.1,8.4,8.0,3.3,9.2,3.3,7.3,9.3,71.7,19.8,168.9,6.3,27.1,20.0,96.0,398.2,70.9,15.5
877,43533967,6.1,8.4,8.0,3.3,9.4,3.3,7.3,9.3,76.5,17.3,175.3,5.7,28.7,21.1,97.0,419.4,66.0,15.5
878,43833967,6.9,9.4,9.8,3.3,12.8,4.7,6.3,8.3,60.5,16.1,154.1,5.0,24.7,18.1,85.4,346.5,60.4,14.2
879,44133967,6.9,9.0,8.9,3.3,11.3,4.0,6.4,8.4,73.2,17.0,174.0,5.3,27.1,19.2,84.6,335.3,62.9,14.5
880,44433967,6.1,8.4,8.0,3.3,9.9,3.3,6.3,8.3,69.1,16.5,167.8,5.2,26.6,18.7,83.8,340.4,61.4,14.2
881,44733967,6.1,8.4,8.6,3.3,9.4,3.3,7.3,9.4,78.8,18.9,178.4,6.1,28.2,21.1,97.6,407.5,70.2,15.5
882,45033967,6.1,8.4,8.0,3.3,9.2,3.3,7.3,9.3,76.9,19.4,177.0,6.1,27.9,20.3,95.2,388.9,70.7,15.2
883,45333967,6.1,8.4,8.0,3.3,9.2,3.3,7.4,9.6,78.4,19.8,178.1,6.4,28.4,20.8,94.4,396.4,70.9,15.8
884,45633967,6.1,8.4,8.0,3.0,9.2,3.3,7.3,9.4,76.9,20.2,177.0,6.3,27.9,20.5,95.2,391.7,72.1,15.5
885,45933967,6.6,8.4,8.6,3.3,9.2,3.3,7.8,9.9,79.6,21.0,181.4,6.7,29.0,21.6,106.0,440.9,78.0,16.1
886,46233967,6.9,9.4,8.9,3.3,11.3,4.0,6.8,8.8,74.7,17.7,178.4,5.6,27.6,20.0,91.6,368.4,66.0,14.8
887,46533967,6.1,8.4,8.0,3.3,9.2,3.3,7.4,9.4,80.3,18.5,179.7,6.1,28.7,20.8,92.7,380.6,70.7,15.8
888,46833967,6.1,8.4,8.0,2.5,8.5,3.3,6.9,9.1,70.2,19.4,168.9,6.1,26.3,19.5,94.4,381.7,69.6,15.2
889,47133967,5.5,7.5,7.7,2.5,8.0,2.8,6.1,8.1,57.9,17.3,144.6,5.4,23.5,16.4,72.1,282.2,59.7,14.5
890,47433967,5.3,6.5,7.1,2.5,6.4,2.0,6.3,8.3,54.5,17.7,139.8,5.6,22.9,17.2,82.7,330.7,59.3,14.2
891,47733967,5.3,7.5,7.1,2.5,7.1,2.6,6.8,8.8,59.4,18.1,143.9,6.0,25.0,18.7,93.8,388.5,63.7,15.2
892,48033967,5.3,7.5,7.1,2.5,7.8,2.6,6.8,8.9,53.0,18.1,142.2,5.7,24.5,18.1,91.6,375.9,66.7,15.2
893,48333967,5.3,6.5,7.1,2.5,7.1,2.6,6.4,8.4,51.1,17.3,139.2,5.3,22.9,17.2,76.5,308.0,60.4,14.5
894,48633967,5.3,6.5,7.1,2.5,7.1,2.6,6.4,8.4,51.1,17.3,139.2,5.3,22.9,16.4,74.8,299.4,60.2,14.5
895,48933967,5.3,6.5,7.1,2.5,7.1,2.6,6.6,8.8,54.1,17.3,140.2,5.6,24.0,17.2,75.9,312.3,61.0,14.8
896,49233967,6.1,7.5,8.0,2.7,8.5,3.3,6.8,9.1,72.8,18.3,165.1,5.8,26.0,19.2,86.7,347.9,65.2,15.5
897,49533967,6.1,7.5,8.0,2.5,8.5,3.3,6.8,8.8,69.1,18.1,159.6,5.6,25.2,18.1,79.7,308.8,64.8,15.2
898,49833967,5.3,7.5,7.1,2.5,7.1,2.6,6.4,8.4,69.5,17.3,164.8,5.3,25.5,18.7,80.7,313.4,63.3,14.5
899,50133967,6.1,8.4,8.0,2.7,9.2,3.3,6.8,8.8,69.5,17.3,166.1,5.6,26.6,18.7,83.0,333.9,64.6,15.2
900,50433967,6.1,8.4,8.0,3.0,9.2,3.3,6.6,8.8,69.5,17.3,163.7,5.7,26.3,18.9,80.7,325.3,63.1,15.5
901,50733967,6.1,8.4,8.0,2.7,8.5,3.3,6.4,8.4,67.9,17.3,164.0,5.4,26.0,18.6,78.9,312.3,61.6,14.8
902,51033967,6.1,8.4,8.0,3.3,9.2,3.3,6.4,8.4,66.4,16.9,161.3,5.3,25.8,18.7,79.1,315.6,61.7,14.8
903,51333967,6.1,8.4,8.9,3.3,9.9,3.5,6.4,8.6,68.7,17.3,165.4,5.4,26.0,18.6,80.7,320.6,62.1,14.8
904,51633967,6.1,8.4,8.0,2.5,9.2,3.3,6.3,8.3,64.6,16.9,162.7,5.2,25.0,17.8,76.5,295.5,60.2,14.5
905,51933967,6.9,9.4,9.8,3.3,11.7,4.7,6.9,9.3,72.1,18.5,174.3,6.0,27.6,20.3,96.2,393.5,68.6,15.2
906,52233967,6.9,9.4,8.9,3.3,11.3,4.2,6.6,8.6,70.6,17.7,174.0,5.7,27.4,20.0,91.6,373.1,64.6,14.8
907,52533967,6.9,9.4,9.8,3.3,11.5,4.2,6.8,8.8,71.7,17.7,175.0,5.7,27.9,20.3,91.3,375.6,64.2,15.2
908,52833967,6.1,8.4,8.0,3.3,9.2,3.3,6.6,8.6,69.5,17.3,174.0,5.6,27.1,19.2,86.2,347.9,63.9,14.8
909,53133967,6.1,8.4,8.3,3.3,9.9,3.3,6.8,9.1,72.8,18.5,178.4,5.8,27.9,20.0,89.2,356.2,68.5,15.2
910,53433967,6.9,8.4,8.9,3.3,9.2,3.3,7.1,9.1,75.4,20.2,164.8,6.4,26.8,20.3,97.6,404.0,67.1,15.8
911,53733967,5.3,6.5,6.2,2.5,6.4,2.0,6.4,8.6,48.5,17.0,130.3,5.6,22.1,16.2,71.6,293.7,61.2,14.5
912,54033967,4.6,6.5,6.2,2.5,6.4,2.0,6.4,8.4,47.0,16.9,128.9,5.3,21.6,15.6,69.9,281.5,61.6,14.2
913,54333967,4.6,6.5,6.2,2.5,6.1,2.0,6.3,8.3,46.7,16.9,129.6,5.2,21.6,15.6,69.9,278.6,61.6,14.2
914,54633967,5.3,6.5,7.1,2.5,6.4,2.2,7.1,9.3,50.4,17.7,135.1,5.7,22.4,15.9,66.4,263.9,68.8,15.8
915,54933967,5.3,6.5,6.2,2.5,6.4,2.0,7.1,9.3,50.4,17.7,131.6,5.7,22.7,16.2,66.7,265.3,67.9,15.8
916,55233967,5.3,6.5,6.2,2.5,6.4,2.0,6.8,8.9,48.2,17.3,129.6,5.6,21.9,15.6,64.5,253.8,66.7,15.2
917,55533967,8.4,10.9,12.5,5.6,19.6,9.3,7.9,10.4,86.6,20.3,179.7,6.7,30.7,22.9,117.4,507.4,79.7,16.7
918,55833967,8.9,11.3,11.6,4.2,12.8,6.0,7.9,10.4,99.0,22.9,170.5,7.1,29.2,25.4,168.9,766.3,81.8,14.8
919,56133967,9.4,12.5,12.8,4.7,16.0,7.1,6.6,8.8,76.2,21.1,150.4,6.3,25.8,21.9,138.8,628.4,62.9,13.9
920,56433967,18.6,58.6,259.9,65.5,179.9,128.7,10.2,12.7,119.9,24.0,193.7,8.4,32.6,26.7,167.3,761.6,103.2,16.7
921,56733967,7.3,9.0,9.8,3.6,10.6,4.4,8.3,10.4,106.5,21.2,178.7,6.9,30.7,26.0,167.3,778.9,82.4,15.5
922,57033967,5.5,6.5,7.1,2.5,6.6,2.6,7.3,9.3,69.1,18.6,144.2,6.0,25.5,21.6,135.6,633.4,67.3,14.2
923,57333967,8.1,10.0,10.4,3.9,13.0,5.7,6.4,8.1,57.9,17.8,130.2,5.7,23.5,19.7,118.5,550.8,55.3,13.6
924,57633967,7.6,9.4,9.8,3.3,10.6,4.0,5.9,7.6,54.5,17.3,130.0,5.4,23.2,19.2,113.1,513.5,50.1,13.3
925,57933967,9.2,11.3,11.6,4.2,14.9,6.4,5.9,7.6,68.0,19.3,147.0,5.8,25.5,20.8,120.4,546.5,49.9,13.3
926,58233967,7.6,9.4,9.8,3.3,11.3,4.7,5.8,7.8,51.1,17.7,123.8,5.4,22.1,18.4,109.5,497.7,50.7,13.3
927,58533967,7.8,10.3,10.1,3.9,12.7,5.5,6.3,8.3,55.6,18.5,129.2,6.0,23.2,19.7,117.1,541.5,55.3,13.9
928,58833967,7.6,10.3,9.8,3.3,12.0,4.9,6.3,7.9,55.3,17.3,130.0,5.3,22.9,18.9,115.7,526.0,54.3,13.6
929,59133967,6.8,8.4,8.3,3.3,8.7,3.7,6.1,7.9,60.9,16.9,134.0,5.4,25.0,20.5,111.7,530.0,51.5,13.6
930,59433967,9.4,11.5,13.6,5.3,17.2,7.3,8.4,10.6,70.2,26.6,160.3,7.2,27.4,22.4,135.3,619.8,81.4,14.5
931,59733967,6.9,8.7,8.9,3.3,10.1,4.0,5.4,7.3,48.2,16.9,125.1,5.2,22.1,18.1,102.7,458.2,45.5,12.9
932,60033967,7.6,10.0,10.4,4.1,12.5,5.8,6.1,7.9,90.4,18.4,170.9,5.7,28.2,21.6,119.0,515.3,54.3,13.6
933,60333967,5.8,6.8,6.8,2.7,6.8,2.6,7.3,9.4,61.2,17.8,130.6,6.0,25.3,21.1,112.2,568.1,63.9,15.1
934,60633967,6.9,8.7,8.6,3.3,10.3,4.0,6.9,8.9,52.6,18.1,124.8,6.1,23.2,19.2,108.2,511.3,60.6,14.8
935,60933967,7.6,10.3,10.7,4.2,14.2,6.0,5.8,7.8,63.1,18.1,142.2,5.6,24.3,19.5,105.7,475.0,49.9,13.3
936,61233967,6.9,8.7,8.6,3.3,8.9,3.3,5.1,6.6,60.5,16.6,138.1,4.9,23.2,17.5,87.3,373.1,36.6,12.3
937,61533967,7.6,9.4,9.8,3.3,12.8,5.3,5.6,7.1,51.5,17.3,126.2,5.4,22.4,18.4,99.2,447.1,43.8,12.9
938,61833967,8.4,11.3,11.6,4.4,15.6,7.1,5.8,7.3,73.9,19.4,151.1,6.0,25.5,20.5,108.7,478.6,45.3,12.6
939,62133967,7.3,9.3,9.5,3.9,10.8,5.1,6.3,8.3,73.2,17.9,154.1,5.8,26.8,20.5,103.8,466.4,53.2,14.2
940,62433967,5.5,6.5,6.8,2.5,6.3,2.6,6.9,8.9,73.6,18.7,149.7,6.0,26.3,21.6,129.6,596.1,63.5,14.2
941,62733967,6.9,8.4,8.9,3.3,9.2,3.5,5.4,7.3,67.6,16.6,150.7,4.9,24.7,18.9,92.7,401.4,41.1,12.9
942,63033967,7.6,9.4,9.2,3.3,10.6,4.0,5.6,7.3,57.2,16.9,135.4,5.2,23.5,18.7,102.5,459.2,44.9,13.3
943,63333967,7.6,9.4,9.8,3.6,10.6,4.0,5.8,7.3,54.5,16.6,133.0,5.2,23.7,18.9,100.0,450.6,47.1,13.3
944,63633967,7.6,9.7,9.8,3.6,11.5,4.7,5.8,7.6,56.4,17.0,134.7,5.2,23.5,18.7,100.9,453.1,48.0,13.3
945,63933967,7.6,9.4,9.8,3.6,12.0,5.1,5.6,7.1,59.4,17.3,138.4,5.4,24.2,19.2,100.9,457.4,41.5,12.9
946,64233967,6.1,7.5,7.1,2.5,6.6,2.6,6.1,7.8,41.8,16.2,114.9,5.0,21.1,17.5,98.4,444.2,53.0,13.9
947,64533967,7.1,9.4,9.2,3.3,11.3,4.7,5.6,7.3,49.3,16.5,122.4,5.0,21.6,18.1,103.0,465.0,45.3,12.9
948,64833967,6.9,9.4,8.9,3.3,11.3,4.7,5.3,6.8,50.7,16.2,127.9,4.8,22.4,17.8,97.6,440.9,40.4,12.3
949,65133967,7.1,8.7,9.5,3.8,11.3,5.1,7.1,8.9,67.9,16.3,151.4,5.7,26.6,20.5,102.7,481.5,44.0,13.9
950,65433967,5.3,6.2,6.2,2.5,5.6,2.2,7.1,9.3,57.5,17.8,130.6,5.8,23.7,20.3,121.7,564.1,66.5,15.2
951,65733967,8.4,10.3,10.7,4.2,13.5,5.3,6.3,7.9,51.5,17.3,125.8,5.3,22.7,19.2,116.0,530.4,53.0,13.6
952,66033967,6.9,7.5,8.0,3.3,7.8,3.0,7.3,9.3,55.2,18.7,127.5,6.1,23.7,20.3,120.6,578.5,66.2,15.5
953,66333967,7.6,9.7,9.8,3.3,11.3,4.9,6.6,8.3,55.2,18.5,125.5,5.8,22.7,19.5,116.6,547.6,56.8,14.2
954,66633967,6.1,7.5,7.1,3.0,7.1,2.6,7.4,9.4,46.7,17.5,114.9,6.0,24.0,20.5,114.4,593.9,59.3,15.8
955,66933967,5.6,6.8,6.8,2.4,7.2,2.9,5.4,7.1,51.5,14.9,127.2,4.8,22.7,18.1,103.0,482.9,44.0,12.3
956,67233967,8.1,10.3,10.7,4.2,13.5,6.0,5.3,6.9,57.9,16.1,134.7,4.8,23.5,18.7,95.7,437.0,39.0,12.6
957,67533967,6.9,9.4,9.8,3.3,12.0,5.3,5.3,7.1,52.6,16.1,125.9,4.8,22.7,18.4,97.3,454.9,37.7,12.9
958,67833967,6.9,9.4,9.5,3.3,11.7,5.1,5.6,7.1,43.7,16.1,115.9,4.8,21.6,17.5,103.8,483.3,42.5,12.9
959,68133967,8.1,10.6,11.3,4.7,14.9,6.4,5.4,6.9,76.9,15.7,152.5,4.7,25.8,20.0,103.8,460.3,41.7,12.6
960,68433967,7.1,9.7,9.8,3.6,10.1,4.0,5.1,6.8,52.2,16.1,129.2,4.7,22.7,18.1,96.5,428.4,40.2,12.6
961,68733967,6.8,8.4,8.9,3.3,9.4,4.0,7.3,9.3,43.3,18.4,111.8,5.9,22.7,19.5,118.2,577.8,72.3,15.1
962,69033967,6.9,9.4,9.8,3.3,12.0,4.7,5.1,6.8,47.4,16.1,120.7,4.8,21.1,17.0,97.0,434.8,40.6,12.3
963,69333967,7.6,9.4,9.8,4.2,12.0,5.3,5.6,7.1,50.0,16.1,121.4,5.0,22.1,18.1,96.5,448.1,42.1,12.9
964,69633967,6.1,8.7,8.6,3.3,11.7,5.1,5.1,6.4,53.8,15.7,124.5,5.3,22.1,17.5,98.6,465.3,42.5,11.0
965,69933967,7.3,8.7,9.2,3.0,10.3,4.2,5.6,7.6,46.3,16.7,117.3,5.0,20.8,18.1,105.2,480.8,48.0,12.9
966,70233967,7.6,9.4,9.8,3.3,12.0,4.7,5.9,7.8,50.4,17.0,121.4,5.3,21.9,18.7,107.1,494.1,51.7,13.6
967,70533967,7.6,9.4,9.8,3.3,11.3,4.7,6.1,7.8,50.4,16.6,123.1,5.4,22.9,18.9,107.6,508.4,50.9,13.9
968,70833967,7.1,9.4,9.8,3.3,11.3,4.7,5.1,6.6,49.6,16.1,123.8,4.8,21.6,17.5,93.3,419.7,39.0,12.9
969,71133967,7.6,10.3,10.4,3.9,14.6,6.0,5.3,7.1,60.1,16.7,133.3,5.3,22.4,17.8,101.4,453.5,51.7,11.4
970,71433967,8.4,10.3,10.7,4.2,13.5,5.5,5.8,7.8,55.2,17.1,127.2,5.2,22.9,18.9,99.2,456.0,49.4,13.3
971,71733967,8.9,11.3,11.6,4.2,14.9,6.4,5.9,7.8,87.4,18.5,165.4,5.6,26.8,21.1,106.0,460.7,51.7,13.3
972,72033967,7.6,9.4,9.5,3.3,10.3,4.2,8.1,10.1,77.3,21.0,154.5,6.9,26.8,22.1,136.9,617.3,81.1,15.8
973,72333967,5.8,6.8,7.1,2.5,6.6,2.6,6.8,8.8,76.2,18.3,150.0,6.0,25.5,20.5,110.1,490.8,63.5,14.2
974,72633967,6.1,7.5,8.0,3.0,7.8,3.3,7.1,9.1,90.4,19.4,164.4,6.2,27.1,21.6,119.3,524.6,66.7,14.8
975,72933967,9.9,13.1,13.4,5.0,15.8,7.4,7.8,10.3,93.8,21.4,162.3,6.7,28.2,23.5,152.1,676.2,77.0,15.2
976,73233967,8.4,11.3,11.6,4.2,13.5,5.5,7.1,9.1,52.3,19.0,122.8,6.1,22.1,19.2,119.0,551.2,65.2,14.5
